"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-11-30,"New Bern, NC","NC",304,982.89,-0.0045,-0.0255,0.0064,48643
2019-11-30,"Carbondale, IL","IL",305,727.74,0.0163,0.0119,-0.0148,42231
2019-11-30,"London, KY","KY",306,853.76,0.0032,0.0257,0.0111,29220
2019-11-30,"Logan, ID","UT",307,1089.87,0.0083,0.0795,0.0383,45794
2019-11-30,"Harrisonburg, VA","VA",308,1159.27,0.0106,0.0367,0.0572,40204
2019-11-30,"Beckley, WV","WV",309,820.23,0.0136,0.0163,0.0465,45743
2019-11-30,"Weirton, OH","OH",310,758.8,-0.0049,0.0105,0.0824,39687
2019-11-30,"Goldsboro, NC","NC",311,1021.15,0.0164,0.0032,-0.0529,37178
2019-11-30,"Augusta, ME","ME",312,1016.41,-0.0091,-0.0347,0.0164,36553
2019-11-30,"Hammond, LA","LA",313,1024.89,-0.0202,-0.0239,0.0234,38935
2019-11-30,"Jonesboro, AR","AR",314,809.9,0.0151,0.0202,-0.0151,13367
2019-11-30,"Sherman, TX","TX",315,1160.66,0.0142,0.0045,0.0057,47645
2019-11-30,"Anniston, AL","AL",316,765.99,-0.0037,0.0433,-0.0092,41611
2019-11-30,"Staunton, VA","VA",317,1160.52,0.007,0.009,0.0448,45405
2019-11-30,"Mount Vernon, WA","WA",318,1724.31,0.0086,0.0288,0.0427,43701
2019-11-30,"Albany, OR","OR",319,1363.74,-0.0003,0.0517,0.0512,34721
2019-11-30,"Watertown, NY","NY",320,1132.3,0.0152,0.0226,-0.0092,38013
2019-11-30,"Williamsport, PA","PA",321,895.2,0.0166,0.0459,0.0479,36577
2019-11-30,"Cleveland, TN","TN",322,965.84,0.0066,0.0402,0.0415,41851
2019-11-30,"Sheboygan, WI","WI",323,914.03,-0.0209,-0.0749,-0.2174,20332
2019-11-30,"Owensboro, KY","KY",324,847.96,0.0278,0.0367,0.003,40723
2019-11-30,"Dunn, NC","NC",325,1061.89,-0.0019,0.0042,-0.0613,44297
2019-11-30,"Wooster, OH","OH",326,865.15,-0.0052,0.0272,0.0514,35923
2019-11-30,"Morristown, TN","TN",327,1080.35,0.01,0.0913,0.1079,42921
2019-11-30,"Brunswick, GA","GA",328,1436.91,0.0023,-0.0158,-0.0405,50959
2019-11-30,"San Angelo, TX","TX",329,1032.15,-0.024,-0.0648,-0.0527,40091
2019-11-30,"Holland, MI","MI",330,1102.5,0.0026,0.0545,0.0937,38584
2019-11-30,"Wenatchee, WA","WA",331,1545.27,-0.0063,-0.0001,0.0104,39637
2019-11-30,"Lawrence, KS","KS",332,1063.66,0.0137,-0.0007,-0.0419,40136
2019-11-30,"Decatur, IL","IL",333,791.63,-0.0146,0.0036,-0.013,33871
2019-11-30,"Missoula, MT","MT",334,1335.49,0.0161,0.0521,0.059,37663
2019-11-30,"Lewiston, ME","ME",335,1125.87,0.0295,0.0455,0.0139,32433
2019-11-30,"Sumter, SC","SC",336,890.75,0.0005,0.0182,0.021,33828
2019-11-30,"Show Low, AZ","AZ",337,1162.65,-0.0029,0.0163,-0.0223,34579
2019-11-30,"Bluefield, WV","WV",338,797.98,0.0015,0.0185,0.0158,35719
2019-11-30,"Lima, OH","OH",339,890.6,0.019,0.0585,0.0875,35482
2019-11-30,"Cookeville, TN","TN",340,963.23,0.0095,0.0272,0.0533,37929
2019-11-30,"California-Lexington Park, MD","MD",341,1469.05,0.0019,0.0101,-0.015,38498
2019-11-30,"Gadsden, AL","AL",342,686.23,-0.0043,-0.0287,-0.0469,36916
2019-11-30,"Cumberland, MD","MD",343,801.06,0.0158,0.0249,0.0307,38348
2019-11-30,"Longview, WA","WA",344,1143.45,-0.0231,-0.0344,-0.0133,33937
2019-11-30,"Whitewater, WI","WI",345,1318.84,-0.0032,-0.0035,0.0463,4431
2019-11-30,"Ithaca, NY","NY",346,1448.79,-0.0068,-0.031,-0.0323,24407
2019-11-30,"Ashtabula, OH","OH",347,838.48,0.0279,0.0807,0.0477,38068
2019-11-30,"Gettysburg, PA","PA",348,1174.82,0.0184,0.0022,-0.0365,39509
2019-11-30,"Pine Bluff, AR","AR",349,743.01,0.0191,0.0702,0.0219,29597
2019-11-30,"Tullahoma, TN","TN",350,1074.33,0.01,0.0463,0.0339,38160
2019-11-30,"Adrian, MI","MI",351,864.83,-0.0078,-0.0159,-0.0397,34621
2019-11-30,"Twin Falls, ID","ID",352,1104.23,0.009,0.0267,0.0177,36664
2019-11-30,"Sebring, FL","FL",353,1052.8,0.0084,0.0352,0.0068,40619
2019-11-30,"Truckee, CA","CA",354,1922.78,-0.0114,0.0048,0.0052,88401
2019-11-30,"Paducah, KY","KY",355,880.62,-0.0117,0.0055,-0.0577,23226
2019-11-30,"Grand Forks, ND","ND",356,931.9,-0.0009,0.0296,0.0295,31204
2019-11-30,"Fairbanks, AK","AK",357,1486.37,-0.0099,-0.0116,-0.0019,32558
2019-11-30,"Rome, GA","GA",358,878.56,-0.0091,-0.0322,0.0285,34425
2019-11-30,"Cape Girardeau, MO","MO",359,856.3,0.0063,0.0378,0.0291,30373
2019-11-30,"Hot Springs, AR","AR",360,917.28,-0.0039,0.0007,0.0241,46372
2019-11-30,"Greenwood, SC","SC",361,895.92,0.0014,0.0289,0.1351,31929
2019-11-30,"Clarksburg, WV","WV",362,932.26,-0.0117,-0.0399,-0.0184,36066
2019-11-30,"Victoria, TX","TX",363,1247.78,-0.0102,-0.021,-0.0317,29747
2019-11-30,"Talladega, AL","AL",364,867.33,0.0188,0.0608,0.0011,25803
2019-11-30,"Dubuque, IA","IA",365,934.27,-0.0176,-0.0307,-0.0564,34486
2019-11-30,"The Villages, FL","FL",366,1607.93,0.0243,0.0142,-0.0111,63429
2019-11-30,"Albertville, AL","AL",367,905.58,-0.0128,-0.0047,0.0655,31147
2019-11-30,"Manhattan, KS","KS",368,1028.47,0.027,0.0075,0.002,30864
2019-11-30,"Parkersburg, WV","WV",369,853.08,0.0061,-0.0334,0.0403,34036
2019-11-30,"New Philadelphia, OH","OH",370,843.56,0.0039,0.0154,0.018,33279
2019-11-30,"Cheyenne, WY","WY",371,1252.39,0.0155,0.0503,0.1044,35204
2019-11-30,"New Castle, PA","PA",372,701.45,-0.0146,-0.0124,-0.0238,35020
2019-11-30,"Kalispell, MT","MT",373,1502.83,0.0042,-0.0057,-0.0137,44812
2019-11-30,"Sevierville, TN","TN",374,1201.37,0.0177,-0.0123,-0.0289,50989
2019-11-30,"Moses Lake, WA","WA",375,1124.18,-0.0026,0.0302,0.0504,21875
2019-11-30,"Indiana, PA","PA",376,793.76,0.0179,0.002,0.0067,27071
2019-11-30,"Elmira, NY","NY",377,884.66,-0.0133,0.0108,-0.0774,29793
2019-11-30,"Beaver Dam, WI","WI",378,927.24,-0.0042,-0.0171,0.0788,1405
2019-11-30,"Pinehurst-Southern Pines, NC","NC",379,1292.02,0.0008,-0.0044,-0.0116,44427
2019-11-30,"Ukiah, CA","CA",380,1793.12,0.0258,0.0837,0.1638,1838
2019-11-30,"Lufkin, TX","TX",381,975.42,-0.0247,-0.0395,-0.036,25365
2019-11-30,"Zanesville, OH","OH",382,806.35,0.0093,0.0199,-0.0185,29106
2019-11-30,"Corvallis, OR","OR",383,1683.96,-0.016,-0.0038,-0.0073,25868
2019-11-30,"Bloomsburg, PA","PA",384,974.31,0.0022,0.0042,-0.0768,22808
2019-11-30,"Laurel, MS","MS",385,801.86,-0.0031,-0.0058,-0.0973,6564
2019-11-30,"Russellville, AR","AR",386,850.44,0.019,0.0468,0.0033,19035
2019-11-30,"Branson, MO","MO",387,891.77,0.0079,-0.0506,-0.0206,47941
2019-11-30,"Midland, MI","MI",388,1039.3,-0.0097,-0.0043,0.0543,18736
2019-11-30,"Pocatello, ID","ID",389,835.63,0.0128,0.0226,0.0121,27723
2019-11-30,"Kokomo, IN","IN",390,780.4,0.0093,0.0327,0.0269,32331
2019-11-30,"Grants Pass, OR","OR",391,1457.41,0.0212,0.0542,0.0838,30133
2019-11-30,"Huntsville, TX","TX",392,1060.26,0.0067,0.0181,-0.0286,16768
2019-11-30,"Plattsburgh, NY","NY",393,1641.57,-0.0127,0.0148,-0.0223,25396
2019-11-30,"Grand Island, NE","NE",394,990.01,-0.011,-0.0204,-0.0401,27944
2019-11-30,"Danville, IL","IL",395,560.5,-0.0071,-0.0348,-0.122,1392
2019-11-30,"Manitowoc, WI","WI",396,713.11,-0.0219,-0.0647,-0.0088,21273
2019-11-30,"Great Falls, MT","MT",397,1096.41,0.007,-0.0011,0.0628,27306
2019-11-30,"Auburn, NY","NY",398,958.26,0.0194,0.0219,-0.0055,26878
2019-11-30,"Portsmouth, OH","OH",399,889.22,0.0161,0.0017,0.0101,24153
2019-11-30,"Oak Harbor, WA","WA",400,1681.87,0.0032,0.0192,0.0464,35101
2019-11-30,"Hinesville, GA","GA",401,976.45,0.0133,0.0345,0.0089,29483
2019-11-30,"Somerset, PA","PA",402,755.5,0.0224,0.016,0.0368,27624
2019-11-30,"Warsaw, IN","IN",403,1172.05,-0.0227,-0.0035,0.0646,31413
2019-11-30,"Stillwater, OK","OK",404,855.45,-0.0045,-0.0319,-0.0274,23846
2019-11-30,"Quincy, IL","IL",405,848.35,0.0112,0.0732,0.0073,3399
2019-11-30,"Keene, NH","NH",406,1391.11,0.0228,0.0114,-0.0281,29020
2019-11-30,"Sandusky, OH","OH",407,1017.92,-0.0002,0.0296,0.0512,28268
2019-11-30,"Searcy, AR","AR",408,754.66,0.0219,0.0731,0.1751,24783
2019-11-30,"Columbus, IN","IN",409,1102.02,-0.0097,0.0068,-0.0137,29318
2019-11-30,"Centralia, WA","WA",410,1170.27,0.0055,0.0241,0.0729,22115
2019-11-30,"Helena, MT","MT",411,1246.83,0.0164,0.0468,0.0024,31051
2019-11-30,"Wisconsin Rapids-Marshfield, WI","WI",412,760.69,0.0063,0.0072,0.05,1378
2019-11-30,"Palatka, FL","FL",413,915.74,0.0006,-0.0098,-0.0135,19185
2019-11-30,"Seneca, SC","SC",414,1067.27,0.0058,0.0531,0.043,28293
2019-11-30,"Mount Airy, NC","NC",415,1121.28,-0.017,0.0058,0.0284,22947
2019-11-30,"Key West, FL","FL",416,3136.21,0.0074,0.0213,-0.0403,46600
2019-11-30,"Aberdeen, WA","WA",417,1187.88,0.0104,0.0848,0.1075,31395
2019-11-30,"Port Angeles, WA","WA",418,1515.52,-0.0022,0.0347,0.0427,30606
2019-11-30,"Fort Payne, AL","AL",419,830.22,-0.0145,0.015,-0.0151,19104
2019-11-30,"Muskogee, OK","OK",420,624.63,0.0142,0.0341,-0.083,20824
2019-11-30,"Frankfort, KY","KY",421,874.67,0.0064,0.0278,-0.0022,16689
2019-11-30,"Owosso, MI","MI",422,785.25,-0.0157,0.0267,-0.0587,6692
2019-11-30,"Mount Pleasant, MI","MI",423,736.92,-0.0095,-0.0348,-0.064,6511
2019-11-30,"Statesboro, GA","GA",424,882.07,0.0015,-0.0145,-0.0521,22982
2019-11-30,"Marion, IN","IN",425,685.48,0.0024,0.0123,-0.1229,23995
2019-11-30,"Stevens Point, WI","WI",426,802.25,0.0007,0.0152,-0.0744,7581
2019-11-30,"Minot, ND","ND",427,909.18,-0.0124,0.0155,-0.052,3888
2019-11-30,"Shawnee, OK","OK",428,826.48,0.0072,0.0203,0.0159,23130
2019-11-30,"Richmond, IN","IN",429,826.73,0.0096,0.0439,0.0835,24907
2019-11-30,"Greeneville, TN","TN",430,797.25,-0.0015,0.0186,0.019,26290
2019-11-30,"Forest City, NC","NC",431,1133.73,0.009,0.0086,-0.018,32768
2019-11-30,"Lake City, FL","FL",432,1131.44,0.0123,0.0337,0.0548,16691
2019-11-30,"LaGrange, GA","GA",433,969,0.0189,0.0672,0.1077,25439
2019-11-30,"Marion, OH","OH",434,897.58,-0.0102,0.0087,0.017,24612
2019-11-30,"Morehead City, NC","NC",435,1332.33,-0.0108,-0.0285,0.0428,45265
2019-11-30,"Marinette, WI","WI",436,903.27,0.0061,-0.0108,-0.0072,2806
2019-11-30,"Marshall, TX","TX",437,937.65,0.0138,-0.0269,-0.0123,23227
2019-11-30,"Farmington, MO","MO",438,752.68,-0.0004,-0.0332,-0.0675,23338
2019-11-30,"Athens, OH","OH",439,716.77,-0.0028,-0.0606,-0.0911,11868
2019-11-30,"Clearlake, CA","CA",440,1419.05,-0.0023,0.013,-0.0002,30277
2019-11-30,"Nacogdoches, TX","TX",441,960.55,0.022,0.0412,-0.0274,5110
2019-11-30,"Hutchinson, KS","KS",442,795.97,0.025,-0.0022,-0.0051,23715
2019-11-30,"Faribault, MN","MN",443,1243.42,0.0123,0.0574,-0.0012,21043
2019-11-30,"Elizabeth City, NC","NC",444,1017.11,0.0028,0.045,0.0101,25581
2019-11-30,"Ionia, MI","MI",445,887.74,0.0289,0.0804,-0.1309,13415
2019-11-30,"Red Bluff, CA","CA",446,1260.11,-0.0146,-0.0028,0.0963,19134
2019-11-30,"Somerset, KY","KY",447,736.23,-0.0033,-0.0309,-0.1236,22751
2019-11-30,"Walla Walla, WA","WA",448,1296.89,-0.0245,-0.0053,0.0874,20131
2019-11-30,"Fort Madison, IA","IA",449,818.16,0.0045,0.003,-0.0281,14041
2019-11-30,"Baraboo, WI","WI",450,906.07,0.0084,-0.0245,-0.0156,2446
2019-11-30,"Salina, KS","KS",451,814.26,0.0064,0.0111,-0.0239,22441
2019-11-30,"Big Stone Gap, VA","VA",452,976.02,-0.0161,-0.0373,-0.0236,11907
2019-11-30,"Sturgis, MI","MI",453,974.2,0.0018,0.0033,0.0319,14174
2019-11-30,"Rio Grande City, TX","TX",454,1131.45,-0.0178,0.0159,-0.0527,7123
2019-11-30,"Fremont, OH","OH",455,980.2,-0.0068,-0.0015,0.0297,21955
2019-11-30,"Mount Vernon, OH","OH",456,931.45,-0.0106,-0.0029,0.0182,22956
2019-11-30,"Lewiston, ID","ID",457,1293.21,0.0203,0.0367,0.0688,21510
2019-11-30,"Shelton, WA","WA",458,1383.85,0.003,0.015,0.0529,21766
2019-11-30,"Albemarle, NC","NC",459,944.67,-0.0073,-0.0002,0.0694,23486
2019-11-30,"Enid, OK","OK",460,848.95,0.0046,0.0046,-0.0359,23558
2019-11-30,"Jefferson, GA","GA",461,1322.03,-0.0044,0.0112,0.0306,28809
2019-11-30,"Georgetown, SC","SC",462,1410.06,-0.0188,-0.027,-0.0844,24775
2019-11-30,"Batavia, NY","NY",463,1316.66,-0.0162,-0.0385,-0.0294,19575
2019-11-30,"Columbus, MS","MS",464,898.65,0.0102,0.0154,-0.0599,2511
2019-11-30,"Dublin, GA","GA",465,935.67,-0.0044,-0.0364,0.1112,17653
2019-11-30,"Point Pleasant, WV","WV",466,861.92,0.0006,-0.004,-0.0085,18508
2019-11-30,"Fergus Falls, MN","MN",467,889.91,0.0094,-0.0078,0.0331,31926
2019-11-30,"Tiffin, OH","OH",468,892.74,-0.0104,-0.0055,0.034,21230
2019-11-30,"Crossville, TN","TN",469,1133.41,0.0169,0.0793,0.1145,23905
2019-11-30,"Picayune, MS","MS",470,905.69,-0.0063,0.0095,-0.0212,21026
2019-11-30,"Sonora, CA","CA",471,1444.78,-0.0085,0.0129,-0.0111,47670
2019-11-30,"Gaffney, SC","SC",472,825.87,0.0129,-0.0641,-0.2059,12325
2019-11-30,"Calhoun, GA","GA",473,1133.66,0.0083,-0.0025,0.0408,20244
2019-11-30,"Milledgeville, GA","GA",474,920.75,0.0121,0.047,0.0177,18891
2019-11-30,"Waycross, GA","GA",475,995.6,0.0036,0.0021,0.0828,19010
2019-11-30,"Jasper, IN","IN",476,818.74,-0.0213,-0.0532,-0.0671,21323
2019-11-30,"Eagle Pass, TX","TX",477,972.34,-0.0246,-0.043,-0.1265,9855
2019-11-30,"Carlsbad, NM","NM",478,1818.52,0.025,0.044,0.1436,1949
2019-11-30,"Rochelle, IL","IL",479,1245.55,-0.0046,0.0668,0.0504,14134
2019-11-30,"Scottsboro, AL","AL",480,923.77,0.0115,0.0176,0.0033,16761
2019-11-30,"Danville, KY","KY",481,927.65,0.0072,0.0163,0.0115,9058
2019-11-30,"Ashland, OH","OH",482,699.94,0.0223,0.0486,0.0298,20361
2019-11-30,"Galesburg, IL","IL",483,967.12,-0.0007,0.0057,0.0226,20425
2019-11-30,"Warrensburg, MO","MO",484,832.89,0.0062,-0.0419,-0.0073,17134
2019-11-30,"Kearney, NE","NE",485,1198.3,0.0182,0.0068,0.0685,18202
2019-11-30,"Fort Leonard Wood, MO","MO",486,871.02,0.0023,0.0436,0.027,13383
2019-11-30,"Edwards, CO","CO",487,3377.25,0.0083,0.004,0.0704,33493
2019-11-30,"Fernley, NV","NV",488,1536.19,0.0128,0.0459,0.0485,18112
2019-11-30,"Mason City, IA","IA",489,786.77,0.0104,0.0099,0.0417,18907
2019-11-30,"Malone, NY","NY",490,1467.3,-0.0228,-0.0214,-0.0095,15649
2019-11-30,"Winona, MN","MN",491,872.36,-0.0054,-0.0034,-0.0004,17041
2019-11-30,"Durango, CO","CO",492,1656.46,-0.0014,-0.0061,0.0018,25270
2019-11-30,"Boone, NC","NC",493,1339.19,-0.0262,0.0064,0.0861,30627
2019-11-30,"Bartlesville, OK","OK",494,908.69,0.0097,0.0682,0.1119,19950
2019-11-30,"Jacksonville, TX","TX",495,1260.49,0.003,0.0171,0.0114,9103
2019-11-30,"Elko, NV","NV",496,1253.6,-0.0034,0.0159,0.0375,12706
2019-11-30,"Rexburg, ID","ID",497,1045.98,-0.0026,0.0392,0.0306,16103
2019-11-30,"St. Marys, GA","GA",498,1083.1,-0.0085,-0.0249,0.0219,22711
2019-11-30,"Ozark, AL","AL",499,805.76,-0.0011,-0.0157,-0.075,15559
2019-11-30,"Amsterdam, NY","NY",500,870.91,0.0098,-0.001,-0.1426,17004
2019-11-30,"Enterprise, AL","AL",501,950,0.0006,0.0487,0.0252,20844
2019-11-30,"Paris, TX","TX",502,829.01,-0.0094,-0.0243,-0.176,8481
2019-11-30,"Kerrville, TX","TX",503,1333.61,0.0011,0.0326,-0.065,13778
2019-11-30,"New Castle, IN","IN",504,721.03,0.0179,-0.0013,-0.012,18938
2019-11-30,"Sidney, OH","OH",505,807.81,-0.0227,-0.0942,-0.0889,14298
2019-11-30,"Cortland, NY","NY",506,1013.68,-0.0162,-0.0245,0.0589,14704
2019-11-30,"Clinton, IA","IA",507,695.61,-0.0019,0.0213,-0.0311,9159
2019-11-30,"Del Rio, TX","TX",508,1103.66,-0.023,0.0038,0.0636,11825
2019-11-30,"Clovis, NM","NM",509,855.95,0.0043,-0.0337,-0.0632,4834
2019-11-30,"Norfolk, NE","NE",510,955.36,0.0123,0.0724,-0.0287,17171
2019-11-30,"Washington, NC","NC",511,1058.14,-0.0079,-0.008,-0.021,19138
2019-11-30,"Freeport, IL","IL",512,672.28,0.0283,0.0565,-0.0041,12568
2019-11-30,"Starkville, MS","MS",513,891.54,-0.0223,-0.0228,0.0403,2600
2019-11-30,"Burlington, IA","IA",514,849.01,-0.0111,-0.0208,-0.0403,18097
2019-11-30,"Ardmore, OK","OK",515,825.73,0.0006,-0.0383,0.024,17214
2019-11-30,"Kendallville, IN","IN",516,950.52,0.0029,0.0169,0.0422,16302
2019-11-30,"Nogales, AZ","AZ",517,885.66,-0.0025,-0.0953,-0.2144,15734
2019-11-30,"Oxford, MS","MS",518,1222.38,-0.0119,-0.0357,-0.0874,7042
2019-11-30,"Gardnerville Ranchos, NV","NV",519,1901.6,0.0052,0.0398,0.0181,23482
2019-11-30,"Madisonville, KY","KY",520,808.93,0.0133,0.0228,0.0219,15251
2019-11-30,"Ruston, LA","LA",521,943.35,-0.0146,-0.0247,0.0076,12589
2019-11-30,"Hillsdale, MI","MI",522,817.42,-0.0059,-0.0171,-0.0987,12222
2019-11-30,"Lewistown, PA","PA",523,1006.42,0.0299,0.018,0.099,11249
2019-11-30,"Rockingham, NC","NC",524,946.75,0.0144,0.0199,0.0271,15294
2019-11-30,"Ponca City, OK","OK",525,669.79,-0.0164,-0.0721,-0.0947,16466
2019-11-30,"Red Wing, MN","MN",526,1068.34,0.0108,-0.068,-0.1138,2865
2019-11-30,"Shawano, WI","WI",527,1028.32,0.0248,0.0606,0.0919,4090
2019-11-30,"Cedar City, UT","UT",528,1077.22,-0.0017,0.038,0.0001,5718
2019-11-30,"Bedford, IN","IN",529,906.35,-0.0145,-0.0414,0.0079,18252
2019-11-30,"Gillette, WY","WY",530,1018.48,-0.019,-0.0126,-0.1178,13031
2019-11-30,"Newport, OR","OR",531,1554.47,0.0255,0.0496,0.0726,25707
2019-11-30,"Wapakoneta, OH","OH",532,981.96,0.0121,0.0199,0.0536,15967
2019-11-30,"Huntingdon, PA","PA",533,976.12,0.0091,0.0222,0.005,13467
2019-11-30,"Bellefontaine, OH","OH",534,925.92,-0.0079,0.004,0.0148,17869
2019-11-30,"Moultrie, GA","GA",535,1021.23,0.0004,0.0118,0.0158,6724
2019-11-30,"Henderson, NC","NC",536,808.34,0.0123,0.0195,0.0199,13241
2019-11-30,"Harrison, AR","AR",537,859,-0.0044,0.0071,-0.0283,7402
2019-11-30,"Rolla, MO","MO",538,748.79,0.0168,0.048,0.0355,15464
2019-11-30,"Shelbyville, TN","TN",539,1142.63,0.0082,0.0448,0.0417,16849
2019-11-30,"Duncan, OK","OK",540,626.25,-0.0104,-0.0187,-0.0039,16960
2019-11-30,"Marion, NC","NC",541,1115.43,0.0051,-0.0111,-0.0122,11401
2019-11-30,"Lewisburg, PA","PA",542,1127.28,-0.0222,0.0245,-0.0333,13694
2019-11-30,"Pullman, WA","WA",543,1237.6,0.0048,0.0106,-0.0373,11825
2019-11-30,"Mount Sterling, KY","KY",544,903.65,0.0058,0.0225,0.031,8309
2019-11-30,"Ottumwa, IA","IA",545,808.92,0.0009,-0.0035,-0.0275,16318
2019-11-30,"Pahrump, NV","NV",546,1135.19,0.0077,0.0077,0.0601,11954
2019-11-30,"Menomonie, WI","WI",547,1036.19,0.016,0.0063,-0.013,2058
2019-11-30,"Selma, AL","AL",548,807.1,0.0101,0.0413,0.0069,12216
2019-11-30,"Rock Springs, WY","WY",549,936.06,-0.0243,0.0434,0.0248,12223
2019-11-30,"Bucyrus, OH","OH",550,826.04,0.0088,0.0288,0.0032,16479
2019-11-30,"Bradford, PA","PA",551,892.43,-0.0069,-0.0177,0.0283,13679
2019-11-30,"Bardstown, KY","KY",552,910.94,0.0023,0.011,-0.0005,16642
2019-11-30,"Burley, ID","ID",553,1028.39,-0.0007,0.0558,0.1086,12835
2019-11-30,"Greenwood, MS","MS",554,905.19,-0.0019,0.0266,0.0191,11458
2019-11-30,"Poplar Bluff, MO","MO",555,760.58,-0.0052,-0.0084,0.0338,16037
2019-11-30,"Muscatine, IA","IA",556,751.14,-0.0134,-0.0129,-0.0212,15344
2019-11-30,"Alma, MI","MI",557,853.94,0.0083,0.0322,0.0103,1352
2019-11-30,"Durant, OK","OK",558,876.3,0.0109,-0.0001,-0.0223,10720
2019-11-30,"Seymour, IN","IN",559,1007.65,-0.0053,0.0093,0.028,15081
2019-11-30,"Douglas, GA","GA",560,979.18,-0.0096,0.0097,-0.0298,9752
2019-11-30,"Auburn, IN","IN",561,940.88,0.0138,0.0507,0.0446,14857
2019-11-30,"Sedalia, MO","MO",562,778.49,-0.007,0,0.1165,17745
2019-11-30,"Paragould, AR","AR",563,704.35,-0.0223,-0.0321,-0.0662,7012
2019-11-30,"Wilmington, OH","OH",564,967.32,-0.0093,0.0114,0.0108,12483
2019-11-30,"Lawrenceburg, TN","TN",565,979.75,0.0033,0.0131,0.0409,14550
2019-11-30,"Warren, PA","PA",566,924.15,0.0218,0.0346,0.0694,14743
2019-11-30,"El Dorado, AR","AR",567,778.08,-0.0095,0.0171,-0.0395,13120
2019-11-30,"Alexander City, AL","AL",568,954.07,0.0044,0.0153,-0.0515,19186
2019-11-30,"Mountain Home, AR","AR",569,933.16,0.0019,0.0814,-0.0094,4796
2019-11-30,"Cedartown, GA","GA",570,1145.94,-0.018,0.004,-0.0004,14539
2019-11-30,"Port Clinton, OH","OH",571,1169.17,-0.0059,0.0146,0.0091,23902
2019-11-30,"El Campo, TX","TX",572,1185.62,0.0034,-0.0295,-0.0953,12904
2019-11-30,"Ellensburg, WA","WA",573,1392.5,-0.0174,-0.048,0.0167,18045
2019-11-30,"Jacksonville, IL","IL",574,932.17,-0.002,0.0155,0.0263,5410
2019-11-30,"Sandpoint, ID","ID",575,1398.34,-0.0144,-0.0279,0.0832,24081
2019-11-30,"Celina, OH","OH",576,1037.06,-0.0019,-0.0077,0.1035,14266
2019-11-30,"Garden City, KS","KS",577,934.44,-0.0007,0.0065,0.0471,11299
2019-11-30,"Marshalltown, IA","IA",578,845.99,0.0094,0.0187,-0.0179,13973
2019-11-30,"West Plains, MO","MO",579,839.03,0.01,0.0157,-0.0082,3712
2019-11-30,"Cullowhee, NC","NC",580,1017.19,-0.0128,-0.0826,0.011,13727
2019-11-30,"Espa±ola, NM","NM",581,1150.97,-0.0214,-0.0126,-0.0342,1494
2019-11-30,"Tifton, GA","GA",582,791.27,0.0015,-0.0227,-0.088,12824
2019-11-30,"Urbana, OH","OH",583,977.95,-0.0126,-0.0084,-0.0039,14724
2019-11-30,"Cambridge, OH","OH",584,847.52,0.0242,0.005,-0.0474,10875
2019-11-30,"Centralia, IL","IL",585,897.72,-0.0224,0.0041,-0.0441,1395
2019-11-30,"Berlin, NH","NH",586,1310.82,-0.0139,0.0027,0.0827,19640
2019-11-30,"Lock Haven, PA","PA",587,929.65,0.0074,0.021,0.0223,14044
2019-11-30,"Sikeston, MO","MO",588,782.18,-0.0132,-0.009,-0.0027,9513
2019-11-30,"Austin, MN","MN",589,778.78,-0.0038,-0.0002,-0.0505,15734
2019-11-30,"Clewiston, FL","FL",590,1357.83,0.0042,0.0137,-0.0685,7924
2019-11-30,"Pittsburg, KS","KS",591,708.49,-0.0112,0.028,0.0021,13894
2019-11-30,"Defiance, OH","OH",592,936.31,-0.0036,0.0003,0.0352,14581
2019-11-30,"Scottsbluff, NE","NE",593,953.57,0.019,0.0348,-0.002,14463
2019-11-30,"Logansport, IN","IN",594,841.25,0.0041,-0.0062,0.001,13644
2019-11-30,"Pontiac, IL","IL",595,1112.7,0.003,0.0456,0.1028,12509
2019-11-30,"Hannibal, MO","MO",596,831.41,-0.0076,0.0219,-0.0211,15350
2019-11-30,"Mount Vernon, IL","IL",597,1003.78,-0.0102,0.0153,0.0011,1441
2019-11-30,"Houghton, MI","MI",598,978.14,0.019,-0.0018,-0.0669,2807
2019-11-30,"Union City, TN","TN",599,877.81,0.002,0.0386,0.067,12835
2019-11-30,"Sault Ste. Marie, MI","MI",600,871.44,-0.0182,0.0172,0.0168,1733
2019-11-30,"Vincennes, IN","IN",601,875.09,-0.0024,-0.0003,0.0436,13379
2019-11-30,"Gainesville, TX","TX",602,1308.41,0.0075,-0.0169,-0.0287,12613
2019-11-30,"Kill Devil Hills, NC","NC",603,1518.83,0.0282,0.0423,0.133,43456
2019-11-30,"Atmore, AL","AL",604,916.61,0.0196,0.0459,0.0412,11637
2019-11-30,"Brownwood, TX","TX",605,954.17,0.0069,-0.0372,-0.1502,6235
2019-11-30,"Fort Dodge, IA","IA",606,730.11,0.0041,0.0447,0.0661,14821
2019-11-30,"Stephenville, TX","TX",607,1069.96,-0.019,-0.0311,0.0028,12262
2019-11-30,"Americus, GA","GA",608,1007.13,-0.0083,0.0083,0.0203,10796
2019-11-30,"Easton, MD","MD",609,1625.72,0.0007,-0.0028,0.0267,16854
2019-11-30,"Newberry, SC","SC",610,1144.35,-0.0286,-0.0128,0.064,5415
2019-11-30,"Ada, OK","OK",611,772.05,-0.0042,-0.0319,-0.0129,12621
