"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-11-30,"Moscow, ID","ID",612,946.29,-0.0247,0.0407,0.0035,1134
2019-11-30,"Murray, KY","KY",613,908.8,-0.003,-0.0089,0.0321,4861
2019-11-30,"Huntington, IN","IN",614,841.32,-0.0076,-0.0162,-0.0263,14490
2019-11-30,"Mayfield, KY","KY",615,848.75,-0.0029,0.0075,0.021,8303
2019-11-30,"Escanaba, MI","MI",616,949.91,0.0058,-0.0032,-0.0432,6674
2019-11-30,"Corinth, MS","MS",617,926.75,0.0084,0.0043,0.082,10787
2019-11-30,"Astoria, OR","OR",618,1521.69,0.0032,0.0392,-0.0117,20353
2019-11-30,"Peru, IN","IN",619,826.17,-0.0012,0.0035,-0.017,12364
2019-11-30,"Coshocton, OH","OH",620,886.14,-0.0126,-0.0021,-0.0262,13642
2019-11-30,"Logan, WV","WV",621,766.46,-0.0099,0.0114,-0.017,10220
2019-11-30,"Bay City, TX","TX",622,1203.86,-0.011,0.0353,-0.0178,12915
2019-11-30,"Batesville, AR","AR",623,815.86,0.0282,0.0623,-0.0552,5503
2019-11-30,"Owatonna, MN","MN",624,1164.42,0.0148,-0.0037,0.0449,13559
2019-11-30,"Vidalia, GA","GA",625,1022.12,0.0114,0.0527,-0.0126,11010
2019-11-30,"Arkansas City-Winfield, KS","KS",626,790.45,-0.0124,0.0182,0.04,13167
2019-11-30,"Laramie, WY","WY",627,1087.84,0.028,0.0692,0.0709,12117
2019-11-30,"Plainview, TX","TX",628,1148.62,-0.0109,0.0024,0.0255,2789
2019-11-30,"Big Spring, TX","TX",629,1172.64,-0.0187,-0.0034,-0.0082,12937
2019-11-30,"Dixon, IL","IL",630,730.8,-0.0068,-0.0257,-0.0448,13525
2019-11-30,"Alexandria, MN","MN",631,970.05,-0.0259,-0.0876,-0.0871,16162
2019-11-30,"Newport, TN","TN",632,941.87,-0.0293,-0.0034,0.0216,12465
2019-11-30,"Coffeyville, KS","KS",633,783.53,0.009,0.0471,-0.0052,13821
2019-11-30,"Seneca Falls, NY","NY",634,1187.75,0.0212,0.0086,-0.1201,11473
2019-11-30,"Sulphur Springs, TX","TX",635,1279.27,0.0093,0.005,-0.0129,22510
2019-11-30,"Arcadia, FL","FL",636,1341.71,-0.009,-0.0014,-0.0542,7331
2019-11-30,"Junction City, KS","KS",637,837.04,0.0072,0.0011,-0.0545,10534
2019-11-30,"Effingham, IL","IL",638,1090.01,-0.0232,0.0131,0.0847,11991
2019-11-30,"Valley, AL","AL",639,846.05,0,0.0111,-0.0057,13246
2019-11-30,"Butte, MT","MT",640,925.05,0.0006,0.0153,-0.0031,13241
2019-11-30,"Dodge City, KS","KS",641,851.58,0.0124,0.017,0.0377,9408
2019-11-30,"Emporia, KS","KS",642,724.03,0.0056,0.0007,0.054,11987
2019-11-30,"Pella, IA","IA",643,921.44,-0.0064,-0.0251,-0.0672,12707
2019-11-30,"Jackson, OH","OH",644,915.28,-0.0134,-0.0011,0.0189,10689
2019-11-30,"Brevard, NC","NC",645,1345.64,0.0084,0.0205,0.0201,18733
2019-11-30,"Taos, NM","NM",646,1223.57,-0.0027,-0.0142,-0.0118,3072
2019-11-30,"Malvern, AR","AR",647,827.64,0.0137,0.0464,0.0435,11008
2019-11-30,"Troy, AL","AL",648,893.35,0.0127,0.0402,0.0103,8248
2019-11-30,"Wabash, IN","IN",649,875.25,0.0092,0.0196,-0.0006,12099
2019-11-30,"Cambridge, MD","MD",650,1401.85,0.0249,0.0404,0.0127,13763
2019-11-30,"Macomb, IL","IL",651,720.31,0.0131,0.0393,-0.0293,8512
2019-11-30,"Kingsville, TX","TX",652,1042.13,0.0104,-0.004,-0.1315,8894
2019-11-30,"Madison, IN","IN",653,916,-0.017,-0.0084,0.0304,11753
2019-11-30,"Mount Pleasant, TX","TX",654,1285.67,0.006,0.0019,0.0016,9060
2019-11-30,"Paris, TN","TN",655,936.93,0.0142,0.012,0.0177,11732
2019-11-30,"Columbus, NE","NE",656,945.16,-0.0095,-0.0238,-0.1071,11521
2019-11-30,"Kennett, MO","MO",657,756.27,-0.0027,-0.0163,-0.0578,11162
2019-11-30,"Beeville, TX","TX",658,1293.9,0.0034,0.0119,0.009,2301
2019-11-30,"Miami, OK","OK",659,787.41,-0.0214,-0.0173,0.0005,10085
2019-11-30,"Dayton, TN","TN",660,1011.1,0.0165,0.0219,0.0338,10964
2019-11-30,"Washington, IN","IN",661,973.59,0.0047,0.0089,0.0866,10946
2019-11-30,"Hope, AR","AR",662,795.64,-0.0047,0.0244,-0.004,10617
2019-11-30,"Central City, KY","KY",663,796.72,-0.0209,0.0063,0.0011,5265
2019-11-30,"Camden, AR","AR",664,778.73,-0.0157,0.032,-0.0252,10266
2019-11-30,"Hastings, NE","NE",665,933.89,-0.0054,-0.0077,0.0138,11924
2019-11-30,"Lewisburg, TN","TN",666,1140.75,0.0043,0.0038,-0.0148,11984
2019-11-30,"Iron Mountain, MI","MI",667,923.95,-0.0001,0.0081,-0.0226,10647
2019-11-30,"Lincoln, IL","IL",668,901.15,-0.0134,-0.0158,-0.0676,1042
2019-11-30,"Jesup, GA","GA",669,959.31,0.0145,0.0158,0.0004,8310
2019-11-30,"Kirksville, MO","MO",670,736.32,0.0057,0.0306,-0.0841,9571
2019-11-30,"Eufaula, AL","AL",671,919.77,0.0177,0.0281,0.0405,6929
2019-11-30,"Alpena, MI","MI",672,854.35,0.0017,0.0062,-0.0309,1688
2019-11-30,"Silver City, NM","NM",673,846.82,0.0078,0.0234,0.0662,6529
2019-11-30,"Indianola, MS","MS",674,832.53,0.0245,0.0381,-0.0162,7089
2019-11-30,"Elkins, WV","WV",675,852.6,0.005,0.0171,-0.035,11503
2019-11-30,"Las Vegas, NM","NM",676,1186.57,0.0212,0.0224,0.0237,1476
2019-11-30,"McPherson, KS","KS",677,919.81,-0.0067,-0.0073,-0.013,11122
2019-11-30,"Sheridan, WY","WY",678,1117.6,0.0057,0.0116,0.0884,14398
2019-11-30,"Washington Court House, OH","OH",679,933.59,-0.0053,-0.0109,0.0078,10995
2019-11-30,"Van Wert, OH","OH",680,934.06,-0.005,-0.0045,0.0636,7948
2019-11-30,"Ludington, MI","MI",681,885.89,0.0279,-0.0263,-0.0776,1839
2019-11-30,"Middlesborough, KY","KY",682,837.71,-0.013,0.0116,0.0131,4398
2019-11-30,"North Vernon, IN","IN",683,917.2,-0.0188,-0.0115,-0.0046,8753
2019-11-30,"Hays, KS","KS",684,871.03,0.0084,-0.0197,0.0136,10930
2019-11-30,"Forrest City, AR","AR",685,699,-0.0287,-0.0073,-0.0478,6191
2019-11-30,"Mineral Wells, TX","TX",686,1196.77,0.0115,0.0202,-0.0383,11384
2019-11-30,"Breckenridge, CO","CO",687,2722.83,0.0269,0.0467,0.0794,39221
2019-11-30,"Bastrop, LA","LA",688,912.76,-0.0255,-0.0753,-0.1489,7433
2019-11-30,"Bainbridge, GA","GA",689,1103.94,-0.0024,0.0175,0.0932,9669
2019-11-30,"Wauchula, FL","FL",690,1298.95,-0.0143,-0.0098,-0.0555,5584
2019-11-30,"Hailey, ID","ID",691,1429.33,0.0053,0.0403,0.077,17078
2019-11-30,"Great Bend, KS","KS",692,712.34,0.0167,0.0428,-0.0038,11144
2019-11-30,"Watertown, SD","SD",693,986.3,-0.0111,0.021,0.0504,10256
2019-11-30,"Thomaston, GA","GA",694,1043.3,0.0217,0.0777,0.0932,9684
2019-11-30,"Mountain Home, ID","ID",695,1007.4,-0.0145,-0.0427,0.0391,9667
2019-11-30,"Uvalde, TX","TX",696,1217.56,-0.0017,-0.0077,0,7485
2019-11-30,"Lexington, NE","NE",697,908.78,-0.0117,-0.022,-0.089,8600
2019-11-30,"Boone, IA","IA",698,777.58,0.0183,0.038,0.011,10526
2019-11-30,"Toccoa, GA","GA",699,1058.11,0.0047,-0.0174,-0.0182,11048
2019-11-30,"Summerville, GA","GA",700,1019.11,-0.0064,0.0229,0.0641,8283
2019-11-30,"Ottawa, KS","KS",701,889.57,-0.0177,-0.0248,-0.034,10019
2019-11-30,"New Ulm, MN","MN",702,1234.22,-0.0009,-0.0037,0.025,9706
2019-11-30,"Mexico, MO","MO",703,784.38,-0.0257,-0.0142,-0.0196,9755
2019-11-30,"Moberly, MO","MO",704,866.01,-0.0044,0.0433,-0.0218,8818
2019-11-30,"Deming, NM","NM",705,865.13,0.0253,0.0378,0.0019,1482
2019-11-30,"Fallon, NV","NV",706,1445.59,0.0095,0.0134,0.015,6567
2019-11-30,"Magnolia, AR","AR",707,845.79,0.0159,0.0704,-0.0451,6154
2019-11-30,"Campbellsville, KY","KY",708,895.59,0.0074,0.0105,-0.0011,4538
2019-11-30,"Connersville, IN","IN",709,787.79,-0.0101,0.0024,0.0047,9224
2019-11-30,"Dickinson, ND","ND",710,1074.47,-0.0036,0.0095,0.1053,10139
2019-11-30,"Spearfish, SD","SD",711,965.77,0.007,0.0492,0.002,12794
2019-11-30,"Heber, UT","UT",712,2259.72,0.0089,0.039,-0.0521,17164
2019-11-30,"Steamboat Springs, CO","CO",713,2501.23,-0.0262,-0.0136,-0.0348,17463
2019-11-30,"Cordele, GA","GA",714,979.04,-0.0065,0.0352,-0.0151,6786
2019-11-30,"Marshall, MO","MO",715,817.68,-0.015,0.0076,-0.0397,1555
2019-11-30,"Arkadelphia, AR","AR",716,850.54,-0.0061,0.0274,-0.0155,1750
2019-11-30,"Liberal, KS","KS",717,780.19,-0.0026,-0.017,0.0044,5568
2019-11-30,"Levelland, TX","TX",718,1423.33,0.0089,0.0151,0.0518,1500
2019-11-30,"Wahpeton, ND","ND",719,699,0.0018,0.0343,-0.043,4692
2019-11-30,"Mitchell, SD","SD",720,865.6,0.0128,0.0167,-0.0521,7905
2019-11-30,"Pampa, TX","TX",721,1065.36,-0.0239,-0.0024,0.0089,8871
2019-11-30,"Williston, ND","ND",722,1324.33,0.0017,0.0018,-0.0148,3032
2019-11-30,"Oskaloosa, IA","IA",723,858.74,0.0014,-0.0087,-0.0276,8511
2019-11-30,"Brookings, OR","OR",724,1498.99,0.023,0.0534,0.005,6868
2019-11-30,"Hood River, OR","OR",725,1699.08,0.0013,0.0104,0.0109,5920
2019-11-30,"Beatrice, NE","NE",726,892.73,-0.017,-0.0388,-0.0648,8207
2019-11-30,"Borger, TX","TX",727,982.66,-0.0217,-0.0289,-0.1078,2918
2019-11-30,"Raymondville, TX","TX",728,1124.12,0.0123,0.0306,-0.0284,3931
2019-11-30,"Elk City, OK","OK",729,835.68,-0.0295,-0.0459,-0.047,6941
2019-11-30,"Parsons, KS","KS",730,765.4,0.014,0.0449,0.0269,9493
2019-11-30,"Price, UT","UT",731,1122.58,0.0234,0.0368,0.0701,7784
2019-11-30,"Port Lavaca, TX","TX",732,1269.03,-0.0015,0.0101,0.004,8910
2019-11-30,"Pierre, SD","SD",733,959.52,-0.0002,0.0686,-0.0407,6050
2019-11-30,"Evanston, WY","WY",734,958.21,-0.0096,0.0133,-0.1015,6101
2019-11-30,"Fairmont, MN","MN",735,1086.2,0.0149,0.0056,-0.0827,8521
2019-11-30,"Carroll, IA","IA",736,919.13,0.0058,0.023,0.0039,8732
2019-11-30,"Guymon, OK","OK",737,874.07,-0.0167,-0.009,0.0004,4278
2019-11-30,"Storm Lake, IA","IA",738,859.71,0.0005,0.0135,-0.0126,8007
2019-11-30,"Portales, NM","NM",739,661.54,0.0038,-0.0023,-0.0834,4307
2019-11-30,"Hereford, TX","TX",740,1192.71,0.0061,0.0142,-0.0222,1112
2019-11-30,"Brownsville, TN","TN",741,891.78,-0.0104,0.021,0.0233,6368
2019-11-30,"Othello, WA","WA",742,1391.44,0.0166,0.0431,0.0279,3343
2019-11-30,"Los Alamos, NM","NM",743,1322.24,-0.0027,0.0135,0.0295,8114
2019-11-30,"Fitzgerald, GA","GA",744,968.77,-0.0126,0.0015,-0.0254,5454
2019-11-30,"Maysville, KY","KY",745,917.81,0.0076,0.0453,0.0566,5194
2019-11-30,"Huron, SD","SD",746,898.13,0.0024,0.0239,0.0005,5143
2019-11-30,"Atchison, KS","KS",747,827.9,-0.0064,-0.0136,-0.046,6666
2019-11-30,"Snyder, TX","TX",748,1277.8,0.0025,0.0019,0.0093,5552
2019-11-30,"Fairfield, IA","IA",749,811.78,-0.0005,-0.0051,-0.0557,6759
2019-11-30,"Spencer, IA","IA",750,861.49,-0.0083,0.0114,-0.0297,7107
2019-11-30,"Vineyard Haven, MA","MA",751,3955.09,-0.023,-0.0633,0.2355,13718
2019-11-30,"Winnemucca, NV","NV",752,1319.99,0.0044,0.0178,0.0218,3517
2019-11-30,"Sweetwater, TX","TX",753,1148.7,-0.0021,0.0297,0.013,2865
2019-11-30,"Andrews, TX","TX",754,1359.5,-0.0039,0.0201,0.0141,5796
2019-11-30,"Zapata, TX","TX",755,1034.74,-0.0081,0.0328,-0.0091,3502
2019-11-30,"Lamesa, TX","TX",756,1164.46,-0.0036,-0.0039,-0.0658,3227
2019-11-30,"Craig, CO","CO",757,1658.38,0.0004,0.0044,0.015,4808
2019-11-30,"Ketchikan, AK","AK",758,1504.02,-0.0053,-0.0002,0.0026,4586
